geracao,n_eval,n_frente,f1_min,f2_min,W0_min_kgf,Wf_min_kgf,n_viaveis
300,30000,3,0.9655325274470775,0.9103218557569924,276686.1913209182,99508.1094853436,3
301,30100,3,0.9655303402817139,0.9103196329352907,276685.5645595849,99507.86650668296,3
302,30200,4,0.9655303402817139,0.9103170892650293,276685.5645595849,99507.58845577463,4
303,30300,5,0.9655303402817139,0.9103170862532666,276685.5645595849,99507.5881265561,5
304,30400,6,0.9655300629598905,0.9103170111001593,276685.48508932686,99507.57991150164,6
305,30500,4,0.9655297981169157,0.9103170111001593,276685.40919504897,99507.57991150164,4
306,30600,4,0.9655297981169157,0.9103163454442712,276685.40919504897,99507.50714805146,4
307,30700,4,0.9655293499461456,0.910315464876844,276685.2807657522,99507.41089242561,4
308,30800,4,0.9655293499461456,0.910315464876844,276685.2807657522,99507.41089242561,4
309,30900,2,0.9655291944272615,0.910315464876844,276685.2361997469,99507.41089242561,2
310,31000,6,0.9655291944272615,0.9103148848459828,276685.2361997469,99507.34748872496,6
311,31100,6,0.9655291135471905,0.9103148848459828,276685.21302248654,99507.34748872496,6
312,31200,8,0.9655285131192972,0.9103148848459828,276685.04096188553,99507.34748872496,8
313,31300,4,0.9655284984484709,0.9103146182325627,276685.0367577651,99507.31834496967,4
314,31400,8,0.965528115524332,0.9103146182325627,276684.9270257586,99507.31834496967,8
315,31500,4,0.9655279044927447,0.9103146182325627,276684.86655184964,99507.31834496967,4
316,31600,4,0.9655268113692009,0.9103145102940561,276684.5533027551,99507.3065461134,4
317,31700,4,0.9655268113692009,0.9103145102940561,276684.5533027551,99507.3065461134,4
318,31800,4,0.9655268113692009,0.9103137897225783,276684.5533027551,99507.22777979019,4
319,31900,6,0.9655267740048721,0.9103135706534953,276684.5425955096,99507.20383314962,6
320,32000,6,0.9655267740048721,0.9103132477676659,276684.5425955096,99507.16853820613,6
