caso,rotulo,B_W_MAX,WHEEL_SPAN_MAX,pop_size,n_gen,seed,n_semeados,n_eval,n_designTool,n_invalido,tempo_s,n_frente,n_inviavel,W0_min_kgf,W0_max_kgf,Wf_min_kgf,Wf_max_kgf,W0_ref_kgf,Wf_ref_kgf
base,letra E (roteiro),64.9,13.9,100,400,42,10,40000,39999,7,449.1217465400696,1,0,276776.71783616865,276776.71783616865,99910.1680875966,99910.1680875966,286563.30414107547,109310.90894505226
