parametro,valor
mach,0.85
CL_ref,0.470976947932197
alpha_deg,0.3133938932413082
alpha_rad,0.005469755292704432
CL,0.472994169
CD,0.0596933721
CM,-0.220324324
erro_CL,0.002017221067802999
