alpha_deg,CL,CD,CM
1.0,0.6092889,0.0740094594,-0.250293659
1.4,0.673721445,0.0830586101,-0.261913846
1.8,0.735500368,0.0930136808,-0.273547301
0.12068540651768034,0.432157184,0.0563715293,-0.210910247
0.3133938932413082,0.472994169,0.0596933721,-0.220324324
0.3133938932413082,0.472994169,0.0596933721,-0.220324324
