geracao,n_eval,n_frente,f1_min,f2_min,W0_min_kgf,Wf_min_kgf,n_viaveis
26,2600,1,0.9802258695818753,0.9456628982253734,280896.7639919411,103371.27096062801,1
27,2700,1,0.9802217927392535,0.945655601236315,280895.595718449,103370.47332012147,1
28,2800,1,0.9802217927392535,0.945655601236315,280895.595718449,103370.47332012147,1
29,2900,1,0.9802217927392535,0.945655601236315,280895.595718449,103370.47332012147,1
30,3000,1,0.9801360943071041,0.945453599119548,280871.0376925725,103348.39228512885,1
31,3100,2,0.9801360943071041,0.9437901789151893,280871.0376925725,103166.56231063284,2
32,3200,2,0.9801360943071041,0.9437901789151893,280871.0376925725,103166.56231063284,2
33,3300,4,0.9801321722447845,0.9437901789151893,280869.91377343517,103166.56231063284,4
34,3400,5,0.9800560152754807,0.9437901789151893,280848.08998067805,103166.56231063284,5
35,3500,6,0.9797855353782642,0.9437901789151893,280770.580367628,103166.56231063284,6
36,3600,1,0.9795539432264818,0.9433764357245946,280704.2145554001,103121.3356663991,1
37,3700,1,0.9789842130867004,0.9412988171100941,280540.9508040756,102894.2292872069,1
38,3800,1,0.9789842130867004,0.9412988171100941,280540.9508040756,102894.2292872069,1
39,3900,1,0.9789842130867004,0.9412988171100941,280540.9508040756,102894.2292872069,1
40,4000,3,0.9788026681851786,0.9411960600807266,280488.9266972455,102882.99682292624,3
41,4100,3,0.9787419731817373,0.9411944375850761,280471.5337365145,102882.81946645193,3
42,4200,3,0.9786378929172681,0.9411944375850761,280441.70815203234,102882.81946645193,3
43,4300,6,0.9785414313031885,0.9411944375850761,280414.0657931789,102882.81946645193,6
44,4400,8,0.9785414313031885,0.9411944375850761,280414.0657931789,102882.81946645193,8
45,4500,12,0.9785414313031885,0.9411324182640274,280414.0657931789,102876.04007809593,12
46,4600,5,0.9785184859919202,0.9407724148492167,280407.4905089673,102836.68777759965,5
47,4700,2,0.9778269465060044,0.9375500403163626,280209.32066893927,102484.44708845198,2
48,4800,2,0.9778269437642734,0.9375500403163626,280209.31988325977,102484.44708845198,2
49,4900,1,0.976107536866738,0.9298271172369382,279716.6009615391,101640.24734692738,1
50,5000,1,0.976107536866738,0.9298271172369382,279716.6009615391,101640.24734692738,1
51,5100,2,0.976107536866738,0.9298271172369382,279716.6009615391,101640.24734692738,2
52,5200,1,0.9760449139504763,0.9297267470709231,279698.65553174017,101629.27579284931,1
53,5300,2,0.97583624999959,0.9295307896205178,279638.8601005191,101607.85550583096,2
54,5400,2,0.9756084695365767,0.9295297945323099,279573.5865784192,101607.74673183446,2
55,5500,3,0.9755920247688418,0.9291169145531373,279568.87411144126,101562.6144460259,3
56,5600,3,0.9755920247688418,0.9282704049147728,279568.87411144126,101470.08170802552,3
57,5700,1,0.9749444696989622,0.9250819340359809,279383.30859100324,101121.54705811995,1
58,5800,1,0.9749444696989622,0.9250819340359809,279383.30859100324,101121.54705811995,1
59,5900,1,0.9749444696989622,0.9250819340359809,279383.30859100324,101121.54705811995,1
60,6000,1,0.9746357209847278,0.9245771097657841,279294.83253930294,101066.36425828721,1
61,6100,1,0.9746268162531839,0.9245634419913923,279292.2807700092,101064.87022144519,1
62,6200,1,0.9746268162531839,0.9245634419913923,279292.2807700092,101064.87022144519,1
63,6300,2,0.9745428387695949,0.9244436502862977,279268.21590483846,101051.77568127723,2
64,6400,3,0.9741555691963255,0.9244423690993788,279157.2386563291,101051.6356335706,3
65,6500,2,0.9741555691963255,0.9239074078849109,279157.2386563291,100993.15853696676,2
66,6600,2,0.9741555691963255,0.9230234146582628,279157.2386563291,100896.52843386057,2
67,6700,1,0.9732253866866061,0.9184141875973559,278890.6824828897,100392.68963429872,1
68,6800,1,0.9732253866866061,0.9184141875973559,278890.6824828897,100392.68963429872,1
69,6900,1,0.9732253866866061,0.9184141875973559,278890.6824828897,100392.68963429872,1
70,7000,2,0.9728922768494904,0.9184141875973559,278795.22542732395,100392.68963429872,2
71,7100,2,0.9728922768494904,0.9182386301820779,278795.22542732395,100373.49929366262,2
72,7200,3,0.9728922768494904,0.9182386301820779,278795.22542732395,100373.49929366262,3
73,7300,5,0.9724639285923382,0.9182308677400962,278672.4765354313,100372.65077407398,5
74,7400,4,0.9724392789226354,0.9182301166076047,278665.41284463526,100372.5686670986,4
75,7500,1,0.972161816165366,0.9179626277215377,278585.9022001361,100343.3292138299,1
76,7600,1,0.972161816165366,0.9179626277215377,278585.9022001361,100343.3292138299,1
77,7700,3,0.972161816165366,0.9177422999280521,278585.9022001361,100319.24498245814,3
78,7800,5,0.9721559066738961,0.9177422999280521,278584.2087567347,100319.24498245814,5
79,7900,4,0.9721559066738961,0.9176086468046771,278584.2087567347,100304.63523805868,4
80,8000,6,0.9721559066738961,0.917023297900825,278584.2087567347,100240.65021732861,6
81,8100,6,0.9721559066738961,0.9170231853925445,278584.2087567347,100240.6379189462,6
