geracao,n_eval,n_frente,f1_min,f2_min,W0_min_kgf,Wf_min_kgf,n_viaveis
84,8400,1,0.9740630508312024,0.9309155877330887,279130.7262879257,101759.22904622147,1
85,8500,1,0.9740630508312024,0.9309155877330887,279130.7262879257,101759.22904622147,1
86,8600,1,0.9740630508312024,0.9309155877330887,279130.7262879257,101759.22904622147,1
87,8700,1,0.9740630508312024,0.9309155877330887,279130.7262879257,101759.22904622147,1
88,8800,1,0.9740629883050359,0.9309152046867264,279130.70837022085,101759.18717507544,1
89,8900,2,0.9740629883050359,0.9309151312357176,279130.70837022085,101759.1791460789,2
90,9000,1,0.9736860469267528,0.9294164964815766,279022.6908033925,101595.3620189271,1
91,9100,1,0.9736860469267528,0.9294164964815766,279022.6908033925,101595.3620189271,1
92,9200,1,0.973488712460469,0.9287920452392016,278966.14198671334,101527.10268603123,1
93,9300,2,0.9734203484281702,0.9287920452392016,278946.55136373336,101527.10268603123,2
94,9400,1,0.9728488723012014,0.9261607328900167,278782.7872765515,101239.47154142347,1
95,9500,1,0.9728488723012014,0.9261607328900167,278782.7872765515,101239.47154142347,1
96,9600,1,0.9727349347050422,0.9258185770575857,278750.13694253017,101202.0701763796,1
97,9700,2,0.9727349347050422,0.9258028389533501,278750.13694253017,101200.34982990054,2
98,9800,1,0.9727295305292588,0.925802165531451,278748.58830406156,101200.27621754064,1
99,9900,1,0.9727120021899293,0.9250761960460042,278743.56532522716,101120.91983322008,1
100,10000,2,0.9724982171161706,0.9250761960460042,278682.3023681149,101120.91983322008,2
101,10100,2,0.9724982171161706,0.9250761960460042,278682.3023681149,101120.91983322008,2
102,10200,1,0.9718712492490919,0.9224026581132794,278502.6363845345,100828.67297169485,1
103,10300,1,0.9717873341814363,0.9220678614955724,278478.5894054799,100792.07604910158,1
104,10400,1,0.9714773697343518,0.921107091888226,278389.7649693571,100687.05345003576,1
105,10500,1,0.9714773697343518,0.921107091888226,278389.7649693571,100687.05345003576,1
106,10600,1,0.9712406641195145,0.92074719914276,278321.93382626056,100647.71324690613,1
107,10700,2,0.9711833937947961,0.9207429225162675,278305.52225278004,100647.24576497704,2
108,10800,3,0.9711833937947961,0.920115946688668,278305.52225278004,100578.71046737555,3
109,10900,2,0.9711085909707293,0.920115946688668,278284.0865083564,100578.71046737555,2
110,11000,2,0.9706819917813511,0.9194029085305909,278161.83883510425,100500.76761820362,2
111,11100,2,0.9706819917813511,0.9194029085305909,278161.83883510425,100500.76761820362,2
112,11200,3,0.9705140571119785,0.9193749621999749,278113.714921369,100497.71277940233,3
113,11300,4,0.9704936057322101,0.9193749621999749,278107.8543064083,100497.71277940233,4
114,11400,4,0.9704936057322101,0.9193745175554757,278107.8543064083,100497.66417490794,4
115,11500,3,0.9704936057322101,0.9193045954455296,278107.8543064083,100490.02092551439,3
116,11600,2,0.9704234411943402,0.9192179416767847,278087.7477246028,100480.54872328938,2
117,11700,2,0.9704234411943402,0.9188894569029018,278087.7477246028,100444.64175408162,2
118,11800,1,0.9702401375699541,0.9184824817846446,278035.2196323377,100400.15493398691,1
119,11900,1,0.9702121163922046,0.9184757465699054,278027.18979105586,100399.41870154181,1
120,12000,1,0.970124754808417,0.91834134430045,278002.15516695066,100384.72706730338,1
121,12100,2,0.9701234247889035,0.9182497347577743,278001.7740321643,100374.71314492545,2
122,12200,2,0.9701132899773403,0.9182497347577743,277998.86976707587,100374.71314492545,2
123,12300,2,0.9701091521017704,0.9182497347577743,277997.6840037805,100374.71314492545,2
124,12400,2,0.9701091521017704,0.9182497347577743,277997.6840037805,100374.71314492545,2
125,12500,1,0.9699919677110738,0.9175917801405329,277964.1032575887,100302.79152767021,1
126,12600,1,0.9699919677110738,0.9175917801405329,277964.1032575887,100302.79152767021,1
127,12700,1,0.9699919677110738,0.9175917801405329,277964.1032575887,100302.79152767021,1
128,12800,1,0.9699919677110738,0.9175917801405329,277964.1032575887,100302.79152767021,1
129,12900,1,0.9699919677110738,0.9175917801405329,277964.1032575887,100302.79152767021,1
130,13000,1,0.9699919677110738,0.9175917801405329,277964.1032575887,100302.79152767021,1
131,13100,2,0.9699919677110738,0.9175913310393099,277964.1032575887,100302.7424360073,2
132,13200,1,0.9699918340218585,0.9175853986765515,277964.06494716543,100302.093964042,1
133,13300,4,0.9699730671818358,0.9175848889791839,277958.68705948023,100302.03824855946,4
134,13400,1,0.9699588935572484,0.9175357096537754,277954.62541878683,100296.66241179775,1
