AR_w,S_w,dW0_dAR_kgf,dW0_dS_kgf_m2,W0_kgf,b_w,W0_melhor_fronteira_kgf,penalidade_fronteira_kgf
10.46569565999733,84.99427361562492,-0.0011842748790513724,-0.000580050254939124,41624.08635128137,29.82489229659801,41624.58572028754,0.4993690061746747
