$S_w$ [m$^2$],$AR_w$,$\Lambda_w$ [deg],$\delta_w$ [deg],"$x_{r,w}$ [m]",convergiu
396.11446300261554,6.339137539259256,15.298421055911277,2.9536901930033546,21.588347108446115,False
434.5623489605197,12.643429348708029,36.00871477704713,2.0587377648859957,17.885067818651606,True
407.22262585592256,8.69872973150067,38.810552527133666,0.573337072209043,17.853140389720693,True
400.2215115929184,6.444760178494128,35.285957793906434,4.556696319772032,18.769730921099153,True
393.20010270178744,10.670173008302633,18.629701352814138,4.946111093501788,19.208000991352016,True
377.74282045180496,6.685339640649619,17.08037514319685,4.124109715438145,17.839205509371045,False
398.8740986006788,9.534587077742957,33.47693402758749,4.310592360240607,17.917680799035427,True
376.89323563675265,9.595316922036343,13.66837186530886,3.553374354278056,20.35329771563105,False
425.80935163305264,7.6694376229083785,29.91022565449311,2.9453368199434173,18.86140660472975,True
406.8872571187705,11.676863479649544,35.42992576907392,0.4956880213564516,19.531802781106343,True
404.9305732140463,11.935804514895457,19.23751881221265,0.41285348531240085,19.94962573877534,True
398.7240783893366,11.813133289086302,26.748713308887375,2.9847751052150198,20.86227350639275,True
375.3641153359918,8.365889596847957,28.949869175609777,3.721266824817513,21.152885605650194,True
366.73536909981453,9.6810695315815,30.88488465986723,0.9445445836757825,20.37516641812295,True
431.1718771715855,9.311541890389044,20.04248006951061,4.881528276979326,21.02028288505979,True
432.2612215311468,11.239049123099225,21.079906405816473,1.2193743536305879,19.6128699117914,True
401.5030045680039,8.7847431323767,22.933862222828218,1.966178572292919,21.760060383374793,True
420.65121386840093,9.883648467395687,25.170845808927517,0.44215464027159834,20.400235256392087,True
372.6000185145373,13.539933290975,13.35404491204353,3.037168492453826,19.24027283614267,True
365.34291626747256,7.34655024101857,38.72623491486661,1.3657544933691843,20.88949816446734,True
378.2922221086446,10.260765745943507,10.927551515174878,3.796795786554214,20.54906065376245,False
418.1620998996435,11.046087038333937,39.887289981112374,1.6337712829586106,19.724260521467258,True
375.19779598182083,9.201997668074117,21.59689914306117,1.6870873778315882,18.223652072590735,True
397.5255742106257,10.09611418215825,11.910451242476508,2.4039311224380193,18.605016916768204,False
427.44204569964626,6.8826586318722045,38.06221356589721,2.3006583227403103,18.75671542478291,True
376.1796800460487,7.997670981403361,31.128643707150353,1.3181466180714998,19.272416182020283,True
408.1311147103394,11.696104556135205,29.97960529439803,0.4606253464656135,18.41971027337247,True
372.7258286055424,9.515474860202353,30.475346151192696,3.1496792938891294,21.73666444902893,True
395.31292189538294,6.5797451030614384,17.896909470511837,2.007212396324806,21.43702322525764,False
357.709543005377,11.33140952545512,15.949939206371669,1.514925246073664,21.45264527561761,False
430.0175099760758,12.556319406265551,14.71687504759925,0.7178423431151404,20.93314642944499,True
429.4329998204472,13.07774912585378,13.59865336032218,4.023589578350743,21.660533850634526,True
422.38402600501973,9.659818659605406,23.26319372239894,0.3565304883350859,19.104475225413672,True
429.3882423663456,11.61029954698601,19.4970647187659,3.426885672525877,20.997015480573843,True
379.4229326553553,9.000481274219181,19.970419584500114,4.506780192113695,18.0107571126483,False
413.70998838845765,10.159228769505114,10.5291205394403,2.567773565732257,18.195158623673613,False
414.14262542301327,10.611808387851271,19.88062557099395,3.8622392783861192,20.821941749610726,True
421.8942339394221,6.75054906815786,32.60620470402047,0.7363157582224962,21.053781598047408,True
367.0692044104773,9.967500152957259,17.269906491138485,4.699718142799958,20.52228085500686,False
379.1181830493451,8.991540947029216,16.027525744345414,0.6585761739310318,20.054289788098806,False
412.878154144999,12.279158916876305,26.83744958502423,4.932073740273606,21.530644256278556,True
359.4067684304553,12.661502985964532,14.565482641492428,2.457409094282591,21.26762247600014,False
413.21324438456173,12.23561845786503,20.074983971333417,1.350815991911394,20.41632584370752,True
402.8514360243071,8.217113406940094,32.24052442268885,2.4767892458303615,21.119047786797495,True
387.4010236374337,8.807167203686054,36.392000775631274,2.2426884195771994,20.90570624838303,True
393.72858318744244,6.408966905411862,17.657338280069915,0.9137854799394702,21.543254735495406,False
412.36993859932886,10.105323217156418,11.410838025950413,3.639818321881634,20.605631336437856,False
406.60394729286986,11.889898106360224,35.514699436792554,2.9341575891289495,20.118639091501535,True
365.53120013759786,9.18970843823562,28.119312490066108,0.011025468562846301,21.698868497152766,True
368.76451432497066,10.833755786609302,32.474364425779335,1.435407093432549,20.6717701709943,True
421.02622192942505,8.727621747876022,37.4288142540758,2.9117345912222685,20.742101834119715,True
361.8656786768119,10.750145287279366,26.5068184409518,0.38852985831787357,19.44436700315026,True
397.3947071599884,10.531323336994232,33.15615190582187,3.636370704956578,19.803993872713924,True
408.7537889076457,12.611041182243927,33.56880169851847,1.2608228120242,18.93852603408097,True
379.99576008647426,7.060837813180109,32.0243678591889,4.631068580843111,18.613257047461985,True
404.20039945461826,10.018306638938586,33.29190874286425,0.9533628366170319,20.033008003606287,True
431.38474059854684,6.057490586385538,37.22352014495828,0.47028654190639696,18.272167039145362,True
389.2255764333911,6.3041213244038525,34.29913194741169,4.419441963201712,20.949210767571635,True
369.2485712600792,13.576833633268631,31.49369950301407,0.6445701459807438,18.4010181906873,True
411.02639700041715,12.294372093413173,20.48194561401222,2.5237839311268244,21.410493353070294,True
430.74474704977393,11.09918609432312,32.50986643344897,3.175743812574834,19.26227957998991,True
409.02553978533706,9.440343694908755,32.746085053706665,2.7475270461515593,20.32850340372287,True
395.6083788890179,8.647916504695157,27.722077585741182,1.1851566002816387,21.28803038523182,True
420.4935905211859,13.221732227055059,12.700860731134817,3.5826597799953,21.514788992989217,True
419.4488680068654,6.167040990430099,33.42307585582853,3.9128741468450863,21.232326725400647,True
359.1096595229046,11.78320200720005,20.76779872401173,0.9086001252093701,18.31944673940964,True
361.11958078532916,10.509615688646445,15.878149022103074,2.0325852932437223,19.93722593900294,False
409.9248163056167,13.024204191363102,10.030036966882738,2.8417882418996814,18.87414119731206,True
401.881542349299,6.289120750963941,12.803018062553846,4.154365556236136,18.4314382912893,False
423.4898909637412,13.546064829660203,36.89186586603703,1.076244817394941,19.3022151379823,True
394.8145879046328,9.328143888944744,37.724796931192,1.1467441719806868,18.815892006550218,True
400.91387589449135,11.476199238486476,20.171394333998077,0.6300621493567584,18.36055090631549,True
370.76894224947483,7.968440365439864,30.246466434477412,3.2375398865301075,21.062861026884168,True
431.80768889223134,8.344975495107587,29.73459933908447,0.3427703288807118,18.960814369845913,True
410.81497428633594,8.91311994526804,24.121722892432295,4.068542791735084,20.509244847855857,True
407.6166960787966,12.165951956338015,32.337024926503005,1.1549966423904787,20.71144681566971,True
362.48160048284046,6.484894150011933,14.241645209683607,4.263475502852757,21.483114359395575,False
428.0755087100624,11.006671313623336,20.36722586910328,2.78153316964783,19.577129224051028,True
383.7666954012093,11.988692217438098,35.35853787090757,4.475422773760882,19.044211362155806,True
360.6108137021665,9.835167631902468,23.43072182345899,0.019427879716425008,19.76711629090988,True
376.5167000672723,12.181148820050943,36.78096513029142,4.954903604667188,20.9212058352781,True
376.2916138230994,11.820976345243174,22.305439741278448,0.4309040074960891,20.938932931646026,True
